Code,"Indicator Name","Long definition","Source"
NV.SRV.TETC.CD,"Services, etc., value added (current US$)","Services correspond to ISIC divisions 50-99. They include value added in wholesale and retail trade (including hotels and restaurants), transport, and government, financial, professional, and personal services such as education, health care, and real estate services. Also included are imputed bank service charges, import duties, and any statistical discrepancies noted by national compilers as well as discrepancies arising from rescaling. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The industrial origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 3. Data are in current U.S. dollars.","World Bank national accounts data, and OECD National Accounts data files."
NV.SRV.TOTL.KN,"Services, value added (constant LCU)","Services correspond to ISIC divisions 50-99. They include value added in wholesale and retail trade (including hotels and restaurants), transport, and government, financial, professional, and personal services such as education, health care, and real estate services. Also included are imputed bank service charges and import duties. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The industrial origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 2. Data are in constant local currency.","World Bank national accounts data, and OECD National Accounts data files."
NV.SRV.TOTL.CN,"Services, value added (current LCU)","Services correspond to ISIC divisions 50-99. They include value added in wholesale and retail trade (including hotels and restaurants), transport, and government, financial, professional, and personal services such as education, health care, and real estate services. Also included are imputed bank service charges and import duties. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The industrial origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 2. Data are in current local currency.","World Bank national accounts data, and OECD National Accounts data files."
NV.SRV.TOTL.CD,"Services, value added (current US$)","Services correspond to ISIC divisions 50-99. They include value added in wholesale and retail trade (including hotels and restaurants), transport, and government, financial, professional, and personal services such as education, health care, and real estate services. Also included are imputed bank service charges and import duties. Value added is the net output of a sector after adding up all outputs and subtracting intermediate inputs. It is calculated without making deductions for depreciation of fabricated assets or depletion and degradation of natural resources. The industrial origin of value added is determined by the International Standard Industrial Classification (ISIC), revision 2. Data are in current U.S. dollars.","World Bank national accounts data, and OECD National Accounts data files."
SE.XPD.PRIM.ZS,"Share of public expenditure for primary education (% of public education expenditure)","Share of public expenditure for primary education is the percentage of public education expenditure for primary education. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.XPD.SECO.ZS,"Share of public expenditure for secondary education (% of public education expenditure)","Share of public expenditure for secondary education is the percentage of public education expenditure for secondary education. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
TM.TAX.MRCH.IP.ZS,"Share of tariff lines with international peaks, all products (%)","Share of tariff lines with international peaks is the share of lines in the tariff schedule with tariff rates that exceed 15 percent. It provides an indication of how selectively tariffs are applied.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database."
TM.TAX.MANF.IP.ZS,"Share of tariff lines with international peaks, manufactured products (%)","Share of tariff lines with international peaks is the share of lines in the tariff schedule with tariff rates that exceed 15 percent. It provides an indication of how selectively tariffs are applied. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database."
TM.TAX.TCOM.IP.ZS,"Share of tariff lines with international peaks, primary products (%)","Share of tariff lines with international peaks is the share of lines in the tariff schedule with tariff rates that exceed 15 percent. It provides an indication of how selectively tariffs are applied. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database."
TM.TAX.MRCH.SR.ZS,"Share of tariff lines with specific rates, all products (%)","Share of tariff lines with specific rates is the share of lines in the tariff schedule that are set on a per unit basis or that combine ad valorem and per unit rates. It shows the extent to which countries use tariffs based on physical quantities or other, non-ad valorem measures.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database."
TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)","Share of tariff lines with specific rates is the share of lines in the tariff schedule that are set on a per unit basis or that combine ad valorem and per unit rates. It shows the extent to which countries use tariffs based on physical quantities or other, non-ad valorem measures. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database."
TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)","Share of tariff lines with specific rates is the share of lines in the tariff schedule that are set on a per unit basis or that combine ad valorem and per unit rates. It shows the extent to which countries use tariffs based on physical quantities or other, non-ad valorem measures. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database."
SL.EMP.INSV.FE.ZS,"Share of women employed in the nonagricultural sector (% of total nonagricultural employment)","Share of women employed in the nonagricultural sector is the share of female workers in the nonagricultural sector (industry and services), expressed as a percentage of total employment in the nonagricultural sector. Industry includes mining and quarrying (including oil production), manufacturing, construction, electricity, gas, and water, corresponding to divisions 2-5 (ISIC revision 2) or tabulation categories C-F (ISIC revision 3). Services include wholesale and retail trade and restaurants and hotels; transport, storage, and communications; financing, insurance, real estate, and business services; and community, social, and personal services-corresponding to divisions 6-9 (ISIC revision 2) or tabulation categories G-P (ISIC revision 3).","International Labour Organization, Key Indicators of the Labour Market database."
GC.REV.SOCL.ZS,"Social contributions (% of revenue)","Social contributions include social security contributions by employees, employers, and self-employed individuals, and other contributions whose source cannot be determined. They also include actual or imputed contributions to social insurance schemes operated by governments.","International Monetary Fund, Government Finance Statistics Yearbook and data files."
GC.REV.SOCL.CN,"Social contributions (current LCU)","Social contributions include social security contributions by employees, employers, and self-employed individuals, and other contributions whose source cannot be determined. They also include actual or imputed contributions to social insurance schemes operated by governments.","International Monetary Fund, Government Finance Statistics Yearbook and data files."
SH.XPD.SOSE.GX.ZS,"Social Security expenditure on health (% government expenditure on health)","Social security funds comprise the expenditure on health by social security institutions. Social security or national health insurance schemes are imposed and controlled by government units for the purpose of providing social benefits to members of the community as a whole or to particular segments of the community. They include direct outlays to medical care providers and to suppliers of medical goods as well as reimbursements to households and the supply of services in kind to the enrollees.  ","World Health Organization (http://www.who.int/nha/country/en/)"
AG.PRD.SGM.MT,"Sorghum production (metric tons)","Production data on sorghum relate to crop harvested for dry grain only. Crop harvested for hay or harvested green for food, feed, or silage and those used for grazing are excluded.","Food and Agriculture Organization, electronic files and web site."
AG.SED.SGM.MT,"Sorghum seed quantity (metric tonnes)","Data include the amounts of the commodity in question set aside for sowing or planting (or generally for reproduction purposes, e.g. sugar cane planted, potatoes for seed, eggs for hatching and fish for bait, whether domestically produced or imported) during the reference period. Account is taken of double or successive sowing or planting whenever it occurs. The data of seed include also, when it is the case, the quantities necessary for sowing or planting the area relating to crops harvested green for fodder or for food.(e.g. green peas, green beans, maize for forage) Data for seed element are stored in tonnes (t). Whenever official data were not available, seed figures have been estimated either as a percentage of supply (e.g. eggs for hatching) or by multiplying a seed rate with the area under the crop of the subsequent year.","Food and Agriculture Organization, electronic files and web site."
AG.YLD.SGM.KG,"Sorghum yield (kg per hectare)","Sorghum yield, measured as kilograms per hectare of harvested land. Production data on  relate to crops harvested for dry grain only. Crop harvested for hay or harvested green for food, feed, or silage and those used for grazing are excluded.","Food and Agriculture Organization, electronic files and web site."
SE.XPD.PTCH.ZS,"Spending on teaching materials, primary (% of primary expenditure)","Spending on teaching materials, primary is the percentage of public education expenditure for primary education that is spent on teaching materials. Current educational expenditure includes direct current expenditure on public educational institutions from all sources (public, private and international). Public expenditure includes government spending on educational institutions, education administration as well as subsidies for private entities (students/households and other private entities).","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
SE.XPD.STCH.ZS,"Spending on teaching materials, secondary (% of secondary expenditure)","Spending on teaching materials, secondary is the percentage of public education expenditure for secondary education that is spent on teaching materials. Current educational expenditure includes direct current expenditure on public educational institutions from all sources (public, private and international). Public expenditure includes government spending on educational institutions, education administration as well as subsidies for private entities (students/households and other private entities).","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
IC.REG.XQ,"Starting a business (rank)","This index averages the country's percentile rankings on: procedures, time, cost (% of income per capita) and minimum capital (% of income per capita)
 giving equal weight to each topic. For more information, visit http://www.doingbusiness.org/MethodologySurveys/.  ","World Bank, Doing Business project (http://www.doingbusiness.org/)."
IC.REG.PROC,"Start-up procedures to register a business (number)","Start-up procedures are those required to start a business, including interactions to obtain necessary permits and licenses and to complete all inscriptions, verifications, and notifications to start operations. Data are for businesses with specific characteristics of ownership, size, and type of production.","World Bank, Doing Business project (http://www.doingbusiness.org/)."
CM.MKT.TRNR,"Stocks traded, turnover ratio (%)","Turnover ratio is the total value of shares traded during the period divided by the average market capitalization for the period. Average market capitalization is calculated as the average of the end-of-period values for the current period and the previous period.","Standard & Poor's, Global Stock Markets Factbook and supplemental S&P data."
NY.TAX.SUBS.CN,"Subsidies (current LCU)","Subsidies are current unrequited payments that government units make to enterprises, resident producers and importers. Subsidies may be designed to influence enterprises level or type of production, or the prices at which the products are sold. (Capital grants are in the national accounts classified as capital transfers.) Subsidies consists of ‘subsidies on products’, subsidies payable per unit of a good or a service, and ‘other subsidies on production’, which cover all other subsidies enterprises receives as a consequence of engaging in production. Data are in current local currency.  ","World Bank country economists."
NY.TAX.SUBS.CD,"Subsidies (current US$)","Subsidies are current unrequited payments that government units make to enterprises, resident producers and importers. Subsidies may be designed to influence enterprises level or type of production, or the prices at which the products are sold. (Capital grants are in the national accounts classified as capital transfers.) Subsidies consists of ‘subsidies on products’, subsidies payable per unit of a good or a service, and ‘other subsidies on production’, which cover all other subsidies enterprises receives as a consequence of engaging in production. Data are in current U.S. dollars.  ","World Bank country economists."
GB.XPC.SUBS.CN,"Subsidies (GFS, current LCU)","Subsidies are current unrequited payments that government units make to enterprises, resident producers and importers. Subsidies may be designed to influence enterprises level or type of production, or the prices at which the products are sold. (Capital grants are in the national accounts classified as capital transfers.) Subsidies consists of ‘subsidies on products’, subsidies payable per unit of a good or a service, and ‘other subsidies on production’, which cover all other subsidies enterprises receives as a consequence of engaging in production. Data are in current local currency.  ","World Bank country economists."
GC.XPN.TRFT.ZS,"Subsidies and other transfers (% of expense)","Subsidies, grants, and other social benefits include all unrequited, nonrepayable transfers on current account to private and public enterprises; grants to foreign governments, international organizations, and other government units; and social security, social assistance benefits, and employer social benefits in cash and in kind.","International Monetary Fund, Government Finance Statistics Yearbook and data files."
GC.XPN.TRFT.CN,"Subsidies and other transfers (current LCU)","Subsidies, grants, and other social benefits include all unrequited, nonrepayable transfers on current account to private and public enterprises; grants to foreign governments, international organizations, and other government units; and social security, social assistance benefits, and employer social benefits in cash and in kind.","International Monetary Fund, Government Finance Statistics Yearbook and data files."
AG.SRF.TOTL.HA,"Surface area (hectares)","Surface area is a country's total area, including areas under inland bodies of water and some coastal waterways.","Food and Agriculture Organization, electronic files and web site."
AG.SRF.TOTL.K2,"Surface area (sq. km)","Surface area is a country's total area, including areas under inland bodies of water and some coastal waterways.","Food and Agriculture Organization, electronic files and web site."
MO.INDEX.ECON.XQ,"Sustainable Economic Opportunity","Public Management:  Within this subcategory the Ibrahim Index measures: (i) Quality of Public Administration – clustered indicator (average) of variables from the African Development Bank and the World Bank measuring the extent to which the civil service is structured to effectively and ethically design policy and deliver services. (ii) Quality of Budget Management – clustered indicator (average) of variables from the African Development Bank and the World Bank measuring the extent to which there is a comprehensive and credible budget, linked to policy priorities, with mechanisms to ensure implementation and reporting. (iii) Currency Inside Banks – total stock of currency held within banks as a proportion of the money supply in an economy (OD). (iv) Ratio of Total Revenue to Total Expenditure – total budget revenue as a proportion of total budget expenditure (OD). (v) Ratio of Budget Deficit or Surplus to GDP – budget deficit or budget surplus as a proportion of Gross Domestic Product. (vi) Management of  Public Debt – clustered indicator (average) of variables from the African Development Bank and the World Bank measuring short- and medium term sustainability of fiscal policy and its impact on growth. (vii) Inflation – annual average change in the consumer price index. (viii) Ratio of External Debt Service to Exports – total external debt service due, expressed as a proportion of exports of goods, non-factor services, income and workers’ remittances. (ix) Imports Covered by Reserves – period of time that imports could be paid for by foreign exchange reserves. (x) Statistical Capacity – national statistical systems and their adherence to international norms in the areas of: Methodology (of compiling statistics and indicators); Regularity and coverage of censuses and surveys; Regularity, timeliness and accessibility of key socioeconomic indicators.

Private Sector: Within this sub-category the Ibrahim Index measures: (i) Competitive Environment – clustered indicator (an average) of the following variables: Competitive Environment – clustered indicator (average) of variables from the African Development Bank and the World Bank measuring the extent to which the legal, regulatory, and policy environment helps or hinders private enterprise; Competition – extent to which the fundamentals of market based competition have developed and safeguards exist to prevent monopolies and cartels; Unfair Competitive Practices – quality of the competitive framework in place including the likelihood that domestic or foreign corporations are subject to discriminatory prices, taxes and tariffs. (ii) Investment Climate for Rural Businesses – extent to which the government has adopted a framework that supports the emergence and development of an efficient private rural business sector. (iii) Investment Climate – extent to which a state’s policies are conducive to free flows of investment capital. (iv) Bureaucracy and Red Tape – extent of bureaucratic delay and complexity in obtaining the appropriate documentation or authorisation to engage in business activities.

Infrastructure: Within this subcategory the Ibrahim Index measures: (i) Quality of Physical Infrastructure – risk that deficiencies in physical infrastructure may cause a loss of income to a country. (ii) Reliability of Electricity Supply – risk that power shortages could disrupt business activities. (iii) Mobile Phone Subscribers – users of portable telephones. (iv) Computer Usage – personal computers installed. (v) Internet Subscribers – subscriptions to the internet, for example businesses or households.

Environment and the Rural Sector: Within this sub-category the Ibrahim Index measures: (i) Environmental Sustainability – clustered indicator (average) of variables from the African Development Bank and the World Bank measuring the extent to which environmental policies foster protection and sustainable use of natural resources, and management of pollution. (ii) Role of Environment and P","Mo Ibrahim Foundation, electronic files and web site."
TM.TAX.MRCH.DM.ZS,"Tariff barriers, dispersion around the mean, all products (%)","This indicator is calculated as the coefficient of variation of the applied tariff rates including preferential rates that a country applies to its trading partners available at HS 6-digit product level in a country’s customs schedule.  As calculated by the World Bank Institute WTI 2008 team. ","UNCTAD TRAINS database through WITS until 2006, then ITC database."
TM.TAX.MANF.DM.ZS,"Tariff barriers, dispersion around the mean, manufactured products (%)","This indicator is calculated as the coefficient of variation of the applied tariff rates including preferential rates that a country applies to its trading partners available at HS 6-digit product level in a country’s customs schedule.  As calculated by the World Bank Institute WTI 2008 team. ","UNCTAD TRAINS database through WITS until 2006, then ITC database."
TM.TAX.TCOM.DM.ZS,"Tariff barriers, dispersion around the mean, primary products (%)","This indicator is calculated as the coefficient of variation of the applied tariff rates including preferential rates that a country applies to its trading partners available at HS 6-digit product level in a country’s customs schedule.  As calculated by the World Bank Institute WTI 2008 team. ","UNCTAD TRAINS database through WITS until 2006, then ITC database."
TM.TAX.MRCH.B.ZS,"Tariff barriers, share of lines bound, all products (%)","This indicator reflects the total share of lines in the country’s tariff schedule bound subject to WTO Negotiation Agreements. Expressed as a percentage of total lines.  As calculated by the World Bank Institute WTI 2008 team. ","UNCTAD TRAINS database through WITS until 2006, then ITC database."
TM.TAX.MANF.B.ZS,"Tariff barriers, share of lines bound, manufactured products (%)","This indicator reflects the total share of lines in the country’s tariff schedule bound subject to WTO Negotiation Agreements. Expressed as a percentage of total lines.  As calculated by the World Bank Institute WTI 2008 team. ","UNCTAD TRAINS database through WITS until 2006, then ITC database."
TM.TAX.TCOM.B.ZS,"Tariff barriers, share of lines bound, primary products (%)","This indicator reflects the total share of lines in the country’s tariff schedule bound subject to WTO Negotiation Agreements. Expressed as a percentage of total lines.  As calculated by the World Bank Institute WTI 2008 team. ","UNCTAD TRAINS database through WITS until 2006, then ITC database."
TM.TAX.MRCH.DP.ZS,"Tariff barriers, share of lines domestic peaks, all products (%)","This indicator reflects the total share of lines in the country’s MFN tariff schedule with the value above 3 times the simple average tariff.  Expressed as a percentage of total lines.  These shares are also reported disaggregated for agricultural goods and non-agricultural goods. ","United Nations Conference on Trade and Development (UNCTD) and the World Trade Organization."
TM.TAX.MANF.DP.ZS,"Tariff barriers, share of lines domestic peaks, manufactured products (%)","This indicator reflects the total share of lines in the country’s MFN tariff schedule with the value above 3 times the simple average tariff.  Expressed as a percentage of total lines.  These shares are also reported disaggregated for agricultural goods and non-agricultural goods. ","United Nations Conference on Trade and Development (UNCTD) and the World Trade Organization."
TM.TAX.TCOM.DP.ZS,"Tariff barriers, share of lines domestic peaks, primary (%)","This indicator reflects the total share of lines in the country’s MFN tariff schedule with the value above 3 times the simple average tariff.  Expressed as a percentage of total lines.  These shares are also reported disaggregated for agricultural goods and non-agricultural goods. ","United Nations Conference on Trade and Development (UNCTD) and the World Trade Organization."
TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)","Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of simple mean tariffs.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)","Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of simple mean tariffs. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)","Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of simple mean tariffs. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's
Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)","Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)","Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)","Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)","Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)","Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)","Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).","World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database."
IC.FRM.TAXAD.ZS,"Tax Administration (% of firms identifying this as major constraint)","Percentage of firms identifying tax administration as a major constraint. The computation of the indicator is based on the rating of the obstacle as a potential constraint to the current operations of the establishment.  ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.CNS.TAXAD.ZS,"Tax Administration (% of managers surveyed ranking this as a major constraint)","Is the share of senior managers who ranked tax administration as a major or very severe constraint.  ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.TAX.PAYM,"Tax payments (number)","Tax payments by businesses are the total number of taxes paid by businesses, including electronic filing. The tax is counted as paid once a year even if payments are more frequent.","World Bank, Doing Business project (http://www.doingbusiness.org/)."
IC.FRM.TAXR.ZS,"Tax rates (% of firms identifying this as major constraint)","Percentage of firms identifying tax rates as a major constraint. The computation of the indicator is based on the rating of the obstacle as a potential constraint to the current operations of the establishment.  ","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
IC.CNS.TAXR.ZS,"Tax rates (% of managers surveyed ranking this as a major constraint)","Is the share of senior managers who ranked tax rates as a major or very severe constraint.","World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/)."
GC.TAX.TOTL.GD.ZS,"Tax revenue (% of GDP)","Tax revenue refers to compulsory transfers to the central government for public purposes. Certain compulsory transfers such as fines, penalties, and most social security contributions are excluded. Refunds and corrections of erroneously collected tax revenue are treated as negative revenue.","International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates."
